Pathway	Species	LOR015C	LOR016C	LOR018C	LOR019C	LOR020C	LOR022C	LOR025C	LOR026C	LOR028C	LOR029C	LOR033C	LOR036C	LOR037C	LOR051C	LOR054C	LOR058C	LOR060C	LOR061C	LOR074C	LOR076C	LOR078C	LOR081C	LOR083C	LOR084C	LOR085C	LOR086C	LOR090C	LOR098C	LOR103C	LOR206C	LOR208C	LOR210C	LOR211C	LOR212C	LOR215C	LOR219C	LOR221C	LOR222C	LOR225C	LOR229C	LOR241C	LOR242C	LOR243C	LOR260C	LOR272C	LOR275C	LOR281C	LOR282C	LOR284C	LOR289C	LOR295C
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Corynebacterium.s__Corynebacterium_tuberculostearicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Corynebacterium.s__Corynebacterium_urealyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Corynebacterium.s__Corynebacterium_variabile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Cutibacterium.s__Cutibacterium_acnes	0.0399872	0.0109682	0.0061752	0	0.0342804	0.00439003	0	0.0013804	0.00996651	0.00327103	0.00934142	0.0110387	0.0424453	0.0126819	0.00360926	0	0	0.00156132	0.00310475	0.0122342	0.00434317	0.0073331	0	0.0117765	0.0310994	0.0128185	0.00358904	0	0.00632414	0.0052343	0	0.009263	0	0.0100602	0.0201368	0.0114811	0.00887596	0.00215191	0.00680368	0.0142418	0	0.00093031	0.00745203	0.00232202	0.0109626	0.0015652	5.76E-05	0.00485724	0	0.0150638	0.00279537
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Cutibacterium.s__Cutibacterium_granulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Cutibacterium.s__Propionibacterium_humerusii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Cutibacterium.s__Propionibacterium_namnetense	0	0	0	0	0	0	0	0	0	0	0	0.000826058	0	0	0.000277126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000626169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026547	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Deinococcus.s__Deinococcus_wulumuqiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000715533
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Dermacoccus.s__Dermacoccus_sp_PE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Dietzia.s__Dietzia_timorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Enhydrobacter.s__Enhydrobacter_aerosaccus	0	0.000733252	0	0	0	0	0	0	0	0	0	0	0	0.000825066	0	0	0	0	0	0	0	0	0	0.000684067	0	0	0	0	0	0	0	0.000298322	0	0	0	0.00358699	0	0.00307023	0	0	0	0	0.00076904	0	0	0	0.00126508	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Gordonia.s__Gordonia_bronchialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Gordonia.s__Gordonia_terrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Haematobacter.s__Haematobacter_massiliensis	0	0	0	0	0	0.00323363	0	0	0	0	0	0	0	0	0.00053233	0	0	0	0	0	0	0	0	0	0	0	0.00107101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Halomonas.s__Halomonas_hydrothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020414
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Janibacter.s__Janibacter_hoylei	0	0	0	0	0	0	0	0	0.000550326	0	0	0	0	0	0.000114768	0	0	0	0	0	0	0.00536757	0	0	0	0	1.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296876
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Janibacter.s__Janibacter_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.06E-05	0	0	0	0	0	0	0	0	0	0	0	0.00205571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154956	0	0	0.00022251
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Kocuria.s__Kocuria_indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Kocuria.s__Kocuria_marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Kocuria.s__Kocuria_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Kocuria.s__Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Kytococcus.s__Kytococcus_sedentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00234722	0	0	0	0	0	0	0	0	0.000254625	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Lawsonella.s__Lawsonella_clevelandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179383
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Luteimonas.s__Luteimonas_sp_83_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000640908
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Methylobacterium.s__Methylobacterium_tarhaniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131296
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Microbacterium.s__Microbacterium_aurum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142399
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Micrococcus.s__Micrococcus_aloeverae	0	0	0	0.00131137	0	0	0	0.000867628	0	0	0	0	0	0	2.76E-05	0	0	0.00100039	0	0	0	0	0	0	0	0	2.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000243198	0	0	0.000145949	0	0.000232058	0	0	0.00107108	0	0	0.000245162
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Micrococcus.s__Micrococcus_luteus	0	0	0	0.00380224	0	0	0	0.00129196	0	0	0	0	0	0	9.33E-05	0	0	0.00371421	0	0	0	0	0	0	0	0	0.000619627	0	0	0	0	0	0	0	0	0	0	0	0	0.00111094	0	0.000731549	0.00210207	0	0.00196051	0	0	0.00465885	0.00285139	0	0.000497147
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Moraxella.s__Moraxella_osloensis	0	0.000123937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000325348	0	0	0	0	0	0	0	7.07E-05	0	0	0	0.0017505	0	0.00221226	0	0	0	0	0.000107091	0	0	0	0.000762344	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Mycobacteroides.s__Mycobacteroides_chelonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Mycolicibacterium.s__Mycolicibacterium_iranicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Neisseria.s__Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80E-05
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Neisseria.s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77E-05
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Paracoccus.s__Paracoccus_sanguinis	0	0.00287376	0	0	0	0	0	0	0	0	0	0	0	0	0.000466678	0	0	0	0	0	0	0	0	0	0	0	0.00101215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Paracoccus.s__Paracoccus_sphaerophysae	0	0	0	0	0	0	0	0	0.00498391	0	0	0	0	0	0.000118845	0.0117015	0	0	0	0	0	0	0	0.00100907	0	0	0	0	0.00728769	0	0	0	0	0.00116723	0	0	0	0.00087047	0	0	0	0	0	0.00451248	0	0	0	0.000210143	0	0	0.0022458
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Sphingomonas.s__Sphingomonas_hankookensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144102	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	0.000933483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Streptococcus.s__Streptococcus_oralis	0	0	0	0	0	0	0	0	0	0.00120385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Tsukamurella.s__Tsukamurella_tyrosinosolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000586872	0	0	0	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML91_0213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000393689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106097	0	0	0	0
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	unclassified	0	0	0.0182342	0.000301722	0	0.00351395	0	0.00355071	0.00156004	0.00284915	0.00333265	0.00329769	0.00795665	0.00719679	0.00406269	0	0.00626255	0	0.00268624	0	0.0104777	0.00283495	0.000934245	0.00634186	0.00404669	0	0.000784405	0	0	0.00506303	0	0.02449	0	0.00309297	0.00346115	0.000248016	0.00263323	0.013331	0.00393214	0	0.0070709	0.00897079	0.00288614	0.00339828	0.000672072	0.00954656	0.00218987	0.000444079	0.00684217	0.00164528	0.00582298
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Acinetobacter.s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Acinetobacter.s__Acinetobacter_ursingii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Brachybacterium.s__Brachybacterium_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106148	0	0	0	0	0	0.00101294	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Brevundimonas.s__Brevundimonas_diminuta	0	0	0	0	0	0.000855035	0	0	0	0	0	0	0	0	0.000508447	0	0	0	0.000797994	0	0	0	0	0	0	0	0.000668854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Brevundimonas.s__Brevundimonas_naejangsanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Brevundimonas.s__Brevundimonas_nasdae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Brevundimonas.s__Brevundimonas_vesicularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00320554	0	0.002737	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_accolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_aurimucosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_coyleae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_doosanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114979	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_lipophiloflavum	0	0	0	0	0	0	0	0.000675252	0	0	0	0	0	0	0.00177987	0	0	0	0.00136908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186581	0	0.000614677	0	0	0	0.00776227	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_pseudogenitalium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_sp_NML140438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_tuberculostearicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Corynebacterium.s__Corynebacterium_urealyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Cutibacterium.s__Cutibacterium_acnes	0	0.0100675	0.00409304	0	0.0205554	0.00380233	0	0.00141021	0.00897038	0.00251841	0.00982714	0.00835856	0.0220163	0.00773525	0.00291693	0	0	0.00167531	0.0027604	0.00989724	0.0039394	0.0050359	0	0.0108343	0.0241651	0.0156471	0.0031093	0	0.0056326	0.00334447	0	0.00769436	0	0.00765691	0.0167921	0.00801834	0.00819774	0.0022603	0.00592835	0.0119915	0	0.000945323	0.00562938	0.00321599	0.00840099	0.00187087	7.52E-05	0.0038625	0	0.0133964	0.00256974
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Cutibacterium.s__Cutibacterium_granulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Cutibacterium.s__Propionibacterium_humerusii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Cutibacterium.s__Propionibacterium_namnetense	0	0	0	0	0	0	0	0	0	0	0	0.000529026	0	0	0.000253585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000434014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00257406	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Deinococcus.s__Deinococcus_wulumuqiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000580211
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Dermacoccus.s__Dermacoccus_sp_PE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00184685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Dietzia.s__Dietzia_timorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Enhydrobacter.s__Enhydrobacter_aerosaccus	0	0.000146006	0	0	0	0	0	0	0	0	0	0	0	0.000691913	0	0	0	0	0	0	0	0	0	0.000419501	0	0	0	0	0	0	0	0.000222926	0	0	0	0.00272284	0	0.00193321	0	0	0	0	0.000599447	0	0	0	0.00139067	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Haematobacter.s__Haematobacter_massiliensis	0	0	0	0	0	0.00281998	0	0	0	0	0	0	0	0	0.000388392	0	0	0	0	0	0	0	0	0	0	0	0.000807244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Halomonas.s__Halomonas_hydrothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217277
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Janibacter.s__Janibacter_hoylei	0	0	0	0	0	0	0	0	0.000659488	0	0	0	0	0	0.000124221	0	0	0	0	0	0	0.00688291	0	0	0	0	3.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000325461
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Janibacter.s__Janibacter_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163157	0	0	0.000266216
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Kocuria.s__Kocuria_indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	g__Kocuria.s__Kocuria_marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
